Super_Built_up_Area,Area,Carpet_Area,Floor_Number,Parking,Furnishing,Location,Bathrooms,Bedrooms,Balconies,Price
2008,,1270,24,1,2,Goregaon West,3,3,1,325
1935,,1250,22,1,2,Goregaon West,3,3,1,300
2350,2090,1450,23,1,2,Goregaon West,4,4,3,350
670,,,20,1,1,Goregaon West,2,2,2,177
,1045,,5,1,2,Goregaon West,2,2,0,225
1250,,,8,1,2,Goregaon West,2,2,1,240
,,672,7,1,2,Goregaon West,2,2,0,174
931,,618,13,1,1,Goregaon West,2,2,0,150
1950,,1200,5,1,,Goregaon West,4,4,3,325
1665,,,9,1,,Goregaon West,2,3,1,275
2384,,1267,18,1,,Goregaon West,3,3,1,300
1100,,,1,1,0,Goregaon West,2,2,2,195
1304,1000,882,4,1,2,Goregaon West,2,2,0,220
1460,1000,890,4,1,2,Goregaon West,3,3,0,247
1378,1150,906,6,1,2,Goregaon West,2,2,1,205
1769,,,7,1,,Goregaon West,3,3,0,278
,1768,,6,1,2,Goregaon West,3,3,3,251
2193,,1350,10,1,2,Goregaon West,4,3,1,335
1105,,670,15,1,2,Goregaon West,2,2,2,160
1350,,,8,1,1,Goregaon West,3,3,1,216
3125,2815,1950,23,1,2,Goregaon West,5,4,3,450
1562,1560,1000,24,1,2,Goregaon West,4,3,0,219
900,,665,5,1,1,Goregaon West,2,2,0,155
,,1274,9,1,,Goregaon West,3,3,2,250
670,,,22,1,,Goregaon West,2,2,1,177
1045,,,4,2,2,Goregaon West,2,2,1,232
1893,,1505,20,1,,Goregaon West,5,4,2,350
,,921,10,1,2,Goregaon West,2,2,2,144
1862,,1128,6,1,2,Goregaon West,2,3,2,257
660,640,475,5,1,,Goregaon West,2,1,2,120
1509,,956,13,1,1,Goregaon West,3,3,1,230
1550,,1085,10,1,2,Goregaon West,3,3,3,230
1795,,1088,22,2,1,Goregaon West,3,3,2,270
1509,,1100,12,1,2,Goregaon West,3,3,3,219
1795,,1088,22,2,1,Goregaon West,3,3,2,270
1740,,1340,12,2,,Goregaon West,3,3,3,485
1405,,857,15,1,1,Goregaon West,2,2,3,300
,,921,1,1,2,Goregaon West,2,2,3,189
2664,2150,1730,17,3,1,Goregaon West,4,3,3,575
,,391,11,1,0,Goregaon West,2,1,1,96
1300,1200,730,16,1,2,Goregaon West,2,2,2,239
,1378,,30,,2,Goregaon West,2,2,0,214
1820,,1340,22,1,2,Goregaon West,3,3,3,310
600,,510,4,1,2,Goregaon West,1,1,0,120
3510,2956,2505,15,2,1,Goregaon West,5,5,3,675
1562,1560,1000,27,1,2,Goregaon West,3,3,0,219
1072,,,21,1,1,Goregaon West,3,3,3,299
2061,,1500,14,1,1,Goregaon West,3,3,2,440
960,900,580,13,1,2,Goregaon West,2,2,0,142
1665,,890,16,1,,Goregaon West,3,3,2,290
2250,,1662,23,2,1,Goregaon West,4,4,2,345
947,940,574,21,1,2,Goregaon West,2,2,0,125
1715,,,19,2,,Goregaon West,3,3,3,245
,,1024,11,1,1,Goregaon West,3,3,2,320
1232,,725,5,1,0,Goregaon West,2,2,2,220
3308,,1965,20,1,2,Goregaon West,5,4,1,600
,,1600,15,,,Goregaon West,3,4,,500
1645,1620,997,10,1,1,Goregaon West,3,1,3,248
2432,2430,1529,5,1,1,Goregaon West,4,1,3,400
670,,,29,1,1,Goregaon West,2,1,2,170
1769,,,9,1,,Goregaon West,3,0,3,287
1860,1637,1302,6,1,1,Goregaon West,3,3,3,400
1860,1400,1150,5,1,1,Goregaon West,3,2,3,410
,,1012,13,1,2,Goregaon West,3,3,3,200
1040,1030,650,16,1,2,Goregaon West,2,0,2,170
,,1128,9,1,0,Goregaon West,3,1,3,270
2664,2150,1730,21,3,1,Goregaon West,3,3,4,580
1860,,,36,1,0,Goregaon West,3,2,3,380
1850,,1338,21,2,1,Goregaon West,3,2,3,288
,1268,,9,1,2,Goregaon West,2,2,2,182
3125,,,23,2,,Goregaon West,4,2,5,450
,910,810,3,1,,Goregaon West,2,1,2,220
1345,1342,830,12,1,1,Goregaon West,2,1,2,197
1105,1100,650,1,1,2,Goregaon West,2,0,2,150
1715,,1024,22,1,2,Goregaon West,3,1,3,300
1072,1000,921,6,1,2,Goregaon West,3,0,3,230
1072,1000,921,6,1,2,Goregaon West,3,0,3,230
,,672,3,1,1,Goregaon West,2,0,2,169
1342,,910,7,1,,Goregaon West,2,1,2,220
1509,,1457,13,1,,Goregaon West,3,3,3,260
1190,,772,5,1,2,Goregaon West,2,0,2,185
1935,,,12,1,,Goregaon West,3,1,3,312
1342,,,10,1,,Goregaon West,2,1,2,216
,,670,25,1,1,Goregaon West,2,2,2,160
1342,1340,900,21,1,2,Goregaon West,2,1,3,197
3125,2500,1950,15,1,2,Goregaon West,4,2,4,450
2408,,1505,20,1,2,Goregaon West,4,1,3,350
908,700,575,5,1,2,Goregaon West,2,0,2,145
1941,1456,1081,6,2,,Goregaon West,3,0,3,400
750,700,550,3,1,2,Goregaon West,2,0,2,150
1250,1000,800,22,2,1,Goregaon West,2,1,2,310
,1250,,30,1,2,Goregaon West,2,2,2,250
2008,1850,1325,12,1,2,Goregaon West,3,1,3,325
1342,1065,889,8,1,2,Goregaon West,2,1,2,210
1769,,1128,10,1,,Goregaon West,3,1,3,257
1342,,881,15,1,2,Goregaon West,2,2,2,230
1775,,,34,1,1,Goregaon West,3,3,3,310
2295,2260,1769,32,1,1,Goregaon West,4,1,3,380
1400,,1024,15,1,2,Goregaon West,3,1,4,320
1509,,1033,14,1,2,Goregaon West,3,3,3,250
,,600,7,1,2,Goregaon West,2,0,2,135
,,913,31,1,2,Goregaon West,2,0,2,192
1304,,881,13,1,2,Goregaon West,2,2,2,225
1240,1050,810,11,1,2,Goregaon West,2,1,2,210
1395,,,13,1,2,Goregaon West,3,2,3,205
1893,,1505,25,2,2,Goregaon West,4,2,3,360
2140,2139,1338,20,1,1,Goregaon West,3,3,3,360
3720,,,5,2,,Goregaon West,6,3,6,820
3152,,,10,1,,Goregaon West,4,0,4,507
2315,,1445,20,1,,Goregaon West,4,0,3,375
1480,1400,894,12,1,2,Goregaon West,2,0,2,213
1342,,881,12,1,2,Goregaon West,2,1,2,193
,,866,5,1,0,Goregaon West,2,3,2,179
855,,670,8,1,0,Goregaon West,2,2,2,160
2315,2037,1621,31,1,,Goregaon West,3,3,3,351
,1250,752,14,1,2,Goregaon West,2,0,2,180
1862,,1128,8,1,1,Goregaon West,3,2,3,274
1025,,766,15,1,2,Goregaon West,2,2,2,210
1020,,618,12,1,2,Goregaon West,2,3,2,150
875,,,27,1,1,Goregaon West,2,2,2,217
,,711,7,1,,Goregaon West,2,0,2,181
,,881,11,1,2,Goregaon West,2,0,2,189
1715,,1065,20,1,2,Goregaon West,3,2,3,290
2008,,1318,22,1,2,Goregaon West,3,2,3,290
2193,,1450,14,1,2,Goregaon West,3,1,4,320
1893,,1500,14,2,1,Goregaon West,4,2,5,390
670,,,12,1,1,Goregaon West,2,1,2,150
,,1017,11,1,1,Goregaon West,3,2,3,250
,,906,10,1,1,Goregaon West,2,1,2,220
,,1219,6,1,1,Goregaon West,3,1,3,250
1862,,1128,12,1,2,Goregaon West,3,2,2,270
1135,,809,19,1,2,Goregaon West,2,2,2,245
,,881,3,1,1,Goregaon West,3,0,3,225
1095,,700,6,1,2,Goregaon West,2,0,2,220
1250,,900,3,1,2,Goregaon West,2,3,2,169
3308,,2164,19,1,2,Goregaon West,4,1,5,476
,,1446,33,1,2,Goregaon West,3,3,3,304
1304,,932,16,1,2,Goregaon West,2,3,2,240
1828,,1128,5,1,2,Goregaon West,3,2,2,261
1075,1070,672,7,1,2,Goregaon West,2,0,3,194
,,708,2,1,2,Goregaon West,2,0,2,180
,,1350,5,1,,Goregaon West,3,0,3,450
2295,2275,1850,32,1,1,Goregaon West,4,1,3,380
,,1017,11,1,2,Goregaon West,3,0,3,219
,,1446,12,1,2,Goregaon West,3,0,3,311
,,1017,5,1,,Goregaon West,3,0,3,254
1941,,1340,6,2,2,Goregaon West,3,0,3,450
3125,2500,,7,1,1,Goregaon West,4,0,4,435
,,866,25,1,1,Goregaon West,3,3,3,205
,,2164,28,1,2,Goregaon West,4,3,4,454
,,2900,15,1,2,Goregaon West,7,3,7,609
,,2040,27,1,2,Goregaon West,4,3,4,428
,,2900,25,1,2,Goregaon West,5,3,5,609
1350,,,2,1,,Goregaon West,3,0,2,212
3308,,2164,20,1,2,Goregaon West,4,1,5,580
1342,,,12,1,1,Goregaon West,2,1,2,233
3308,,2164,16,2,2,Goregaon West,4,3,5,580
931,,,19,1,2,Goregaon West,2,3,2,170
1665,,,19,1,2,Goregaon West,3,2,2,300
,,766,14,1,2,Goregaon West,2,1,2,260
3801,2800,2304,9,1,2,Goregaon West,4,0,4,510
1409,1400,881,12,1,2,Goregaon West,3,0,4,265
1862,,1128,8,1,2,Goregaon West,2,1,2,270
3888,3315,2618,15,3,1,Goregaon West,4,2,5,980
,,672,9,1,,Goregaon West,2,0,2,173
1861,1480,1128,7,1,2,Goregaon West,3,0,3,298
,,1110,3,1,,Goregaon West,3,0,3,364
,,2164,15,1,2,Goregaon West,4,0,4,465
,,574,25,1,,Goregaon West,2,1,2,144
,,1771,1,2,2,Goregaon West,4,3,4,364
2027,2020,1267,13,1,2,Goregaon West,4,0,5,376
1665,,,17,1,,Goregaon West,2,1,3,300
800,,670,16,1,2,Goregaon West,2,1,2,160
,,997,1,1,2,Goregaon West,3,1,3,219
,,790,3,1,,Goregaon West,2,0,2,200
1250,1100,760,19,1,1,Goregaon West,2,0,2,192
,,881,9,1,,Goregaon West,3,0,3,235
,,1267,12,1,,Goregaon West,4,0,4,327
1562,,,20,1,,Goregaon West,3,3,3,360
1460,1295,890,26,1,1,Goregaon West,3,1,2,224
1475,,1075,14,1,,Goregaon West,3,3,3,290
1020,,809,30,1,2,Goregaon West,2,2,2,240
1268,,,17,1,2,Goregaon West,2,3,2,171
1150,,,1,1,,Goregaon West,2,0,2,170
3308,2500,2170,8,1,2,Goregaon West,4,1,5,531
1428,1200,866,6,1,2,Goregaon West,2,0,2,240
1650,,1017,12,1,,Goregaon West,3,0,3,244
1866,,1336,12,1,2,Goregaon West,3,3,3,730
,,728,23,1,,Goregaon West,2,1,2,210
1665,,,40,,2,Goregaon West,2,3,2,300
,,1000,9,1,,Goregaon West,3,1,3,280
,,1000,1,1,2,Goregaon West,3,0,3,240
,,900,1,1,2,Goregaon West,2,1,2,216
1760,1545,1062,28,1,1,Goregaon West,3,1,3,268
1562,,1318,16,1,2,Goregaon West,3,2,3,360
,,711,9,1,1,Goregaon West,2,1,2,170
1519,1240,921,7,1,2,Goregaon West,3,0,3,270
1506,1200,913,6,1,2,Goregaon West,2,0,2,270
1893,,,25,2,2,Goregaon West,4,2,5,460
1353,,820,10,1,,Goregaon West,2,1,2,184
700,550,443,8,1,2,Goregaon West,1,0,1,135
1450,,,5,,2,Goregaon West,2,0,2,169
650,,,13,1,,Goregaon West,1,0,2,106
2008,,,17,1,1,Goregaon West,3,3,3,320
931,,579,10,1,2,Goregaon West,2,0,2,144
2090,1800,1267,6,1,2,Goregaon West,4,0,3,400
,,2050,1,1,2,Goregaon West,4,0,4,492
,,710,5,1,2,Goregaon West,2,0,2,181
1350,,1050,11,1,1,Goregaon West,3,0,3,306
1420,,881,15,1,,Goregaon West,2,1,2,225
950,850,700,4,1,,Goregaon West,2,0,2,130
,,1390,25,1,,Goregaon West,3,2,4,375
1105,,670,12,1,2,Goregaon West,2,0,2,187
,,711,1,1,2,Goregaon West,2,0,2,172
3152,,2500,20,1,,Goregaon West,4,2,4,650
1353,,820,14,1,,Goregaon West,2,1,2,179
1400,,,10,1,2,Goregaon West,3,1,4,224
978,,,15,1,2,Goregaon West,2,1,2,170
650,,380,8,,1,Goregaon West,1,3,2,110
1150,,,9,,,Goregaon West,2,0,2,155
,,1130,1,1,2,Goregaon West,3,0,3,278
,,1422,4,2,2,Goregaon West,4,0,4,344
,,1486,7,1,2,Goregaon West,3,0,3,350
2194,,1750,25,1,,Goregaon West,3,1,3,350
1350,,,7,1,,Goregaon West,3,2,2,190
,,921,1,1,2,Goregaon West,3,0,3,219
1400,,,13,2,,Goregaon West,3,0,4,370
1562,,,20,1,2,Goregaon West,3,1,3,270
1509,,943,17,1,2,Goregaon West,3,1,3,260
,,1842,6,2,2,Goregaon West,4,0,4,438
700,,471,1,1,1,Goregaon West,1,0,1,113
866,,,15,1,2,Goregaon West,2,0,2,217
507,,422,2,1,0,Goregaon West,1,1,1,105
1530,,956,19,1,2,Goregaon West,3,1,3,264
1105,,,16,1,2,Goregaon West,2,3,2,176
1753,1540,1062,30,1,1,Goregaon West,3,1,3,268
1468,1290,890,25,1,1,Goregaon West,3,1,2,224
830,,,11,1,,Goregaon West,2,3,2,140
1650,,1150,6,1,2,Goregaon West,3,1,3,360
1200,,728,24,1,2,Goregaon West,2,1,2,240
,,498,9,1,1,Goregaon West,1,1,1,130
2954,2595,1790,22,2,1,Goregaon West,5,1,4,451
2541,2233,1540,30,,1,Goregaon West,4,1,4,388
3515,3088,2130,32,2,1,Goregaon West,6,1,6,537
1350,,,4,1,,Goregaon West,3,0,2,212
910,,,6,1,2,Goregaon West,2,3,2,150
700,680,500,4,1,2,Goregaon West,1,0,1,132
600,525,413,7,1,2,Goregaon West,1,0,1,112
650,500,430,5,1,2,Goregaon West,1,0,1,110
1450,,,4,1,0,Goregaon West,3,0,3,325
2141,,1338,12,1,2,Goregaon West,3,1,2,325
1254,1102,760,18,1,1,Goregaon West,2,1,2,192
2384,1893,1267,20,1,2,Goregaon West,3,1,3,375
800,650,530,7,,2,Goregaon West,1,0,1,125
1320,,760,20,1,1,Goregaon West,2,2,2,170
,,670,2,1,2,Goregaon West,2,0,2,181
,,1072,1,1,2,Goregaon West,3,0,3,364
1665,1520,1025,38,1,2,Goregaon West,2,2,2,350
1411,,894,10,2,2,Goregaon West,3,0,3,217
2075,,1525,17,2,2,Goregaon West,3,2,4,430
1820,1520,1025,21,1,2,Goregaon West,3,1,3,340
2315,2065,1445,17,1,,Goregaon West,3,1,2,475
1453,1452,870,11,1,2,Goregaon West,2,0,2,215
,,956,18,1,2,Goregaon West,2,0,2,235
570,,410,4,1,2,Goregaon West,1,0,1,102
1509,,943,9,,1,Goregaon West,3,1,3,319
3125,2815,1950,7,1,2,Goregaon West,4,1,4,500
1715,1500,1100,17,1,2,Goregaon West,3,0,3,280
600,,400,3,1,2,Goregaon West,1,0,1,120
300,270,230,2,,2,Goregaon West,1,0,1,37
900,880,665,5,1,0,Goregaon West,2,0,2,155
,755,,1,,,Goregaon West,2,0,2,120
,800,610,4,1,,Goregaon West,2,3,2,160
,,465,1,1,,Goregaon West,1,0,1,95
,269,225,5,1,,Goregaon West,1,2,1,40
,420,,4,1,1,Goregaon West,1,0,1,69
650,,375,18,,2,Goregaon West,1,0,2,103
525,,,1,1,1,Goregaon West,1,2,1,100
,,325,2,,,Goregaon West,1,1,1,55
480,400,325,4,1,,Goregaon West,1,0,1,70
1100,,,1,1,0,Goregaon West,2,2,2,195
800,,610,4,1,,Goregaon West,2,1,2,150
,,1695,6,2,0,Goregaon West,3,1,3,320
,1800,,1,1,,Goregaon West,4,0,3,250
1200,,,10,1,,Goregaon West,2,0,2,220
,2100,2000,2,,0,Goregaon West,2,1,1,75
,,225,5,,1,Goregaon West,1,2,1,40
750,,,1,1,,Goregaon West,1,0,1,125
1769,,,15,1,1,Goregaon West,3,3,3,250
,1100,700,16,1,,Goregaon West,2,1,2,135
650,649,387,2,1,2,Goregaon West,1,2,2,110
1790,,1050,8,1,1,Goregaon West,4,0,4,300
,960,,6,1,,Goregaon West,2,1,2,160
,,,3,1,,Goregaon West,2,3,4,250
1300,1290,780,9,1,2,Goregaon West,2,0,2,210
,1850,1650,1,,,Goregaon West,2,1,2,160
525,,,9,1,0,Goregaon West,1,1,1,120
,400,270,1,,2,Goregaon West,1,0,1,21
1250,1225,810,10,1,,Goregaon West,2,3,2,270
,1795,1350,3,3,0,Goregaon West,3,0,3,325
,1393.7,1161,21,1,,Goregaon West,3,0,3,300
,600,,3,1,2,Goregaon West,1,0,1,120
1105,1050,720,5,1,1,Goregaon West,2,2,2,173
1957,,,4,2,2,Goregaon West,3,0,3,425
868,,480,5,1,2,Goregaon West,1,1,1,115
2061,2060,1500,14,1,,Goregaon West,3,2,4,435
,2815,1893,3,1,0,Goregaon West,4,2,5,505
850,800,680,5,1,,Goregaon West,2,0,2,165
750,580,500,7,,0,Goregaon West,1,0,1,95
2030,,1267,36,2,,Goregaon West,3,1,3,401
899,,,10,1,,Goregaon West,2,0,2,152
,,2200,,1,,Goregaon West,4,0,4,550
,1400,,1,,,Goregaon West,2,0,2,185
1665,,,17,1,2,Goregaon West,3,1,3,300
,322.58,,15,,0,Goregaon West,1,2,1,95
,,391,13,1,,Goregaon West,1,0,2,99
,,1128,13,1,1,Goregaon West,3,0,2,292
987,,585,16,1,2,Goregaon West,2,0,2,140
,,418,5,1,,Goregaon West,1,0,2,90
1297,,,5,,,Goregaon West,2,0,2,175
1250,1050,845,2,1,,Goregaon West,3,0,3,190
880,,,5,1,1,Goregaon West,2,1,2,135
300,255,225,,1,1,Goregaon West,1,0,1,55
1655,,1257,17,1,1,Goregaon West,3,2,3,300
,490,430,,1,0,Goregaon West,1,0,1,85
,480,,1,1,1,Goregaon West,1,0,1,130
650,,375,18,,2,Goregaon West,1,0,2,104
,507,422,2,1,0,Goregaon West,1,0,1,105
1200,1100,800,6,,0,Goregaon West,2,0,2,162
,938,724,3,1,2,Goregaon West,2,3,2,137
1595,,,9,1,,Goregaon West,3,0,3,350
404,,310,1,1,,Goregaon West,1,1,1,72
,1200,,,,,Goregaon West,2,0,1,140
,350,,2,,,Goregaon West,1,0,1,85
880,,,5,2,,Goregaon West,2,1,2,135
1230,,,13,1,,Goregaon West,3,3,3,165
,460,375,,,2,Goregaon West,1,0,1,100
900,800,650,1,,,Goregaon West,2,0,2,148
,525,,9,1,0,Goregaon West,1,1,1,120
1300,,,18,,2,Goregaon West,3,0,4,200
650,550,450,1,1,,Goregaon West,1,0,1,105
885,,720,7,1,1,Goregaon West,2,0,2,160
,,471,1,1,,Goregaon West,1,0,1,114
,,360,2,,2,Goregaon West,1,2,1,75
850,,,9,2,,Goregaon West,2,1,2,150
,,,1,,,Goregaon West,3,0,3,400
885,,720,7,1,1,Goregaon West,2,0,2,160
600,550,430,8,1,0,Goregaon West,1,0,2,128
,,525,,1,,Goregaon West,1,0,1,121
750,,,23,1,,Goregaon West,1,2,2,105
1020,,615,5,1,,Goregaon West,2,0,2,190
325,,,6,,,Goregaon West,1,0,1,47
,,269,4,,,Goregaon West,1,3,1,42
,350,,2,1,1,Goregaon West,1,2,1,55
550,,400,4,1,,Goregaon West,1,1,1,100
,1040,680,15,,1,Goregaon West,2,3,2,160
,1200,,6,,,Goregaon West,2,0,2,160
950,825,,5,,0,Goregaon West,2,1,2,165
,,560,8,,2,Goregaon West,2,1,2,130
630,600,400,3,3,1,Goregaon West,1,0,2,90
,1020,764,1,2,2,Goregaon West,2,0,2,235
650,,,8,,0,Goregaon West,1,2,2,115
1579,,957,5,1,2,Goregaon West,2,1,2,224
1600,1400,980,15,1,,Goregaon West,3,0,3,280
1040,,675,18,1,,Goregaon West,2,3,2,145
1340,,,18,1,,Goregaon West,3,3,3,190
,1784,,20,1,,Goregaon West,3,1,4,485
855,,,3,,0,Goregaon West,2,2,2,140
,802,,6,,2,Goregaon West,1,0,2,115
,410,360,,1,2,Goregaon West,1,0,1,72
675,,424,15,,1,Goregaon West,1,0,2,81
610,,400,9,1,,Goregaon West,1,2,2,130
,,645,4,1,,Goregaon West,2,0,2,180
2500,,1662,23,2,1,Goregaon West,4,3,4,335
2090,,1267,18,1,,Goregaon West,3,2,3,275
1105,,670,11,1,2,Goregaon West,2,2,2,150
938,,724,3,1,1,Goregaon West,2,1,2,137
1532,1530,958,12,1,2,Goregaon West,3,0,3,200
1440,1260,900,4,1,0,Goregaon West,3,3,3,260
2050,1832,1454,14,2,1,Goregaon West,3,1,3,440
899,,629,8,1,2,Goregaon West,2,3,2,120
1500,,,15,1,,Goregaon West,3,1,2,310
2384,1800,1300,18,2,,Goregaon West,3,1,3,315
880,,600,11,1,,Goregaon West,2,1,2,139
700,607,368,4,1,2,Goregaon West,1,0,2,77
750,650,450,5,,2,Goregaon West,1,0,2,125
,2090,,17,2,,Goregaon West,4,1,3,360
,,409,6,,2,Goregaon West,1,0,1,105
,690,460,5,,0,Goregaon West,1,1,2,102
775,600,400,5,1,2,Goregaon West,1,0,1,115
1665,1580,1050,19,1,2,Goregaon West,3,2,2,275
,,680,8,,,Goregaon West,2,,2,146
,,410,6,,,Goregaon West,,2,1,90.1
,,650,5,1,2,Goregaon West,2,2,0,125
1500,1400,950,15,1,2,Goregaon West,3,3,1,285
650,450,387,3,1,2,Goregaon West,2,1,1,93
1500,1200,1080,15,1,2,Goregaon West,2,3,1,300
,,450,3,1,,Goregaon West,2,2,0,120
1125,,809,7,1,,Goregaon West,2,2,2,225
,,400,6,,,Goregaon West,2,1,,85.01
,,400,6,,,Goregaon West,1,,2,86.1
1530,1224,940,5,1,1,Goregaon West,0,3,3,222
580,570,380,5,,0,Goregaon West,0,2,1,115
620,610,400,5,,0,Goregaon West,0,2,1,120
,660,,6,1,0,Goregaon West,1,2,2,120
624,620,390,8,1,2,Goregaon West,0,1,1,98
1150,,740,14,1,2,Goregaon West,1,2,2,185
899,,,8,1,2,Goregaon West,2,2,2,136
,1026,,1,1,0,Goregaon West,3,3,3,200
,,410,6,,,Goregaon West,,2,1,95.1
,,425,6,,,Goregaon West,2,1,,110
,,450,6,,,Goregaon West,1,,2,120
,,415,6,,,Goregaon West,,2,1,96.1
1250,,950,3,2,0,Goregaon West,2,2,3,220
,3810,3500,,1,,Goregaon West,3,3,2,300
700,504,420,11,1,2,Goregaon West,2,1,0,85
1600,1450,980,15,1,,Goregaon West,3,3,0,260
1670,,1012,26,1,2,Goregaon West,3,3,3,300
,955,650,6,1,,Goregaon West,2,2,1,190
432,430,270,11,1,2,Goregaon West,1,1,0,65
1045,,,3,1,0,Goregaon West,2,2,1,235
,,866,10,1,2,Goregaon West,2,2,3,178
,,1900,18,1,0,Goregaon West,4,4,3,600
,,400,4,,,Goregaon West,1,1,,90
651,500,395,5,1,2,Goregaon West,1,0,1,81
1160,950,680,11,1,,Goregaon West,2,1,2,140
850,,,6,1,0,Goregaon West,2,1,2,135
3125,,2050,29,2,2,Goregaon West,5,3,4,465
650,,,19,1,2,Goregaon West,1,0,1,100
,2182,1364,15,1,2,Goregaon West,3,0,3,382
,,305,15,1,2,Goregaon West,1,0,1,55
860,,,4,1,1,Goregaon West,2,0,2,141
1342,,785,13,1,1,Goregaon West,2,1,2,170
646,510,392,6,1,2,Goregaon West,1,0,1,100
595,585,,9,1,1,Goregaon West,1,0,2,94
,1000,580,10,,,Goregaon West,2,1,2,110
840,,498,10,1,1,Goregaon West,2,1,2,110
,,388,1,1,1,Goregaon West,1,0,2,86.57
,,500,4,,2,Goregaon West,1,0,1,125
650,450,380,8,,,Goregaon West,1,3,2,85
1150,,,3,,,Goregaon West,2,0,2,150
650,,430,10,1,2,Goregaon West,1,1,2,100
1550,,1088,15,2,2,Goregaon West,3,0,3,271
1893,,,24,2,,Goregaon West,4,2,5,460
650,,375,5,1,2,Goregaon West,1,1,2,90
650,,,4,1,2,Goregaon West,1,3,2,90
650,,390,7,,0,Goregaon West,1,3,2,105
1482,,987,10,1,2,Goregaon West,2,2,2,227
650,,410,2,,,Goregaon West,1,3,2,85
650,,,5,,2,Goregaon West,1,3,2,90
2240,,1400,12,2,2,Goregaon West,3,0,4,370
350,300,250,4,1,2,Goregaon West,1,0,1,58
700,,,23,1,,Goregaon West,1,1,2,99
700,,,2,1,0,Goregaon West,2,1,2,150
1395,,,25,1,1,Goregaon West,3,3,3,188
575,495,410,6,1,2,Goregaon West,1,0,2,90
,,1128,11,1,,Goregaon West,3,0,3,350
,,1974,12,1,2,Goregaon West,4,2,4,454
,,520,1,1,,Goregaon West,2,0,2,112
1100,,700,13,1,2,Goregaon West,2,1,2,225
1428,1000,866,5,1,2,Goregaon West,2,0,2,180
1378,,860,13,1,1,Goregaon West,2,0,2,180
,,1842,6,2,2,Goregaon West,4,0,4,438
,,866,5,1,0,Goregaon West,2,3,2,179
1342,,881,12,1,2,Goregaon West,2,1,2,193
,,1274,9,1,,Goregaon West,3,2,3,250
,,498,9,1,1,Goregaon West,1,1,1,130
,1000,,,1,,Goregaon West,4,,2,550
1342,1340,900,21,1,2,Goregaon West,1,3,2,197
3152,,2500,20,1,,Goregaon West,2,4,4,650
,,672,9,1,,Goregaon West,0,2,2,173
,,225,5,,1,Goregaon West,2,1,1,40
1045,,,3,1,0,Goregaon West,1,2,2,235
2090,,1267,18,1,,Goregaon West,2,3,3,275
670,,,20,1,1,Goregaon West,2,2,2,177
,,269,5,1,2,Goregaon West,0,1,1,55
,,672,7,1,2,Goregaon West,0,2,2,174
650,,410,2,,,Goregaon West,3,2,1,85
668,,418,3,1,2,Goregaon West,0,2,1,75
980,,613,4,1,2,Goregaon West,0,2,2,105
1454,1057,881,3,1,2,Goregaon West,1,2,2,198
1100,,660,8,1,2,Goregaon West,1,2,2,170
,,680,8,,,Goregaon West,,2,2,147
1400,,,7,1,,Goregaon West,3,3,0,287
1530,,987,10,1,2,Goregaon West,2,2,2,261
1100,900,700,7,1,1,Goregaon West,2,2,0,230
1700,,1656,22,1,2,Goregaon West,2,3,1,269
1202,,1180,14,1,2,Goregaon West,2,2,1,196
1150,,730,5,1,,Goregaon West,2,2,1,184
910,,573,3,1,2,Goregaon West,2,2,0,140
698,,423,3,1,2,Goregaon West,2,1,0,97
1650,1600,1062,20,1,1,Goregaon West,3,3,3,255
1200,1150,760,16,1,1,Goregaon West,2,2,2,199
1350,1300,890,23,1,1,Goregaon West,3,3,2,216
1200,1150,760,20,1,1,Goregaon West,2,2,2,185
,,980,8,1,,Goregaon West,3,3,0,221
760,,,20,1,1,Goregaon West,2,2,2,180
1216,,,20,1,1,Goregaon West,2,2,2,180
,,1062,12,1,1,Goregaon West,3,3,2,230
,,760,10,1,1,Goregaon West,2,2,2,230
,,760,12,1,1,Goregaon West,1,1,1,180
,,721,24,1,1,Goregaon West,2,2,0,160
,,1062,10,1,1,Goregaon West,3,3,3,330
,,760,14,1,1,Goregaon West,2,2,2,180
,,1062,12,1,1,Goregaon West,3,3,3,340
,,713,20,1,1,Goregaon West,2,2,0,175
,,760,15,1,,Goregaon West,2,2,2,175
,,1062,15,1,2,Goregaon West,3,3,3,300
,,760,16,1,1,Goregaon West,2,2,2,200
,,760,13,1,1,Goregaon West,2,2,0,180
,,1062,30,1,1,Goregaon West,3,3,3,230
,,760,20,1,1,Goregaon West,2,2,2,180
,,1062,20,1,1,Goregaon West,3,3,3,230
2365,2000,1450,4,1,,Goregaon West,4,4,3,350
675,,412,5,1,2,Goregaon West,2,1,0,95
1062,,,20,1,1,Goregaon West,3,3,3,180
,,760,1,1,2,Goregaon West,2,2,0,199
2815,2500,1950,34,2,,Goregaon West,5,4,3,510
1513,1510,891,12,1,1,Goregaon West,2,3,0,233
1805,1800,1062,12,1,2,Goregaon West,3,3,0,278
1292,1290,760,12,1,2,Goregaon West,2,2,0,199
,,412,5,1,2,Goregaon West,2,1,0,99
,,423,6,1,2,Goregaon West,2,1,0,102
,,573,8,1,2,Goregaon West,2,2,0,127
1054,1050,630,1,1,2,Goregaon West,2,2,0,105
,,1062,11,1,2,Goregaon West,3,3,0,260
,,890,11,1,2,Goregaon West,3,3,0,218
,,890,12,1,2,Goregaon West,3,3,0,209
